order_id,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
5321849748,-5,2.69,On Time,
9808738347,-3,2.79,On Time,
8727249149,-3,2.27,On Time,
2772154780,-1,0.69,On Time,
9128056381,0,0.84,On Time,
4461463308,0,1.16,On Time,
5636483988,-1,4.35,On Time,
1532065529,2,1.94,On Time,Traffic
9933994647,1,2,On Time,Traffic
4823026749,-4,3.57,On Time,
7453442245,3,2.49,On Time,Traffic
6519941559,0,2.37,On Time,
3798769654,-4,3.45,On Time,
5034289521,-2,2.26,On Time,
6971088688,9,3.13,Slightly Delayed,Traffic
5650184107,0,1.16,On Time,
5770410311,-2,0.96,On Time,
274530126,22,4.22,Significantly Delayed,Traffic
4819831152,4,2.73,On Time,Traffic
6977688323,5,2.86,On Time,Traffic
2035952734,-1,0.84,On Time,
3665334102,6,1.11,Slightly Delayed,Traffic
1862413314,3,3.96,On Time,Traffic
4466643926,1,4.72,On Time,Traffic
4470717835,3,1.91,On Time,Traffic
3018086191,2,2.04,On Time,Traffic
2447983559,27,1.82,Significantly Delayed,Traffic
5116322704,4,2.51,On Time,Traffic
8941550852,3,4.18,On Time,Traffic
8026773850,3,3.97,On Time,Traffic
2102402075,-5,5,On Time,
989844439,-2,2.39,On Time,
8426805628,-2,1.87,On Time,
7662188403,8,3.91,Slightly Delayed,Traffic
9141654140,1,1.33,On Time,Traffic
5696947751,1,3.95,On Time,Traffic
8953871540,5,1.91,On Time,Traffic
1767778760,0,2.32,On Time,
5516201271,-2,1.52,On Time,
9358248664,-3,0.77,On Time,
1530424665,2,3.67,On Time,Traffic
7816293360,2,3.35,On Time,Traffic
1602396548,2,1.2,On Time,Traffic
7938126128,-1,2.11,On Time,
271744331,-2,3.23,On Time,
387311360,-1,4.42,On Time,
1286123100,3,4.03,On Time,Traffic
4832392771,3,1.61,On Time,Traffic
4800106448,-4,3.27,On Time,
5500008514,-1,3.12,On Time,
7879575037,5,2.29,On Time,Traffic
50845914,-3,3.41,On Time,
9766990467,8,1.69,Slightly Delayed,Traffic
4215602937,1,3.25,On Time,Traffic
238484255,2,0.92,On Time,Traffic
3293988248,29,2.58,Significantly Delayed,Traffic
5296157775,3,1.35,On Time,Traffic
1143489067,-3,4.28,On Time,
8524452029,7,0.54,Slightly Delayed,Traffic
4256779885,-2,2.71,On Time,
7744686996,22,1.95,Significantly Delayed,Traffic
5427462399,4,3.89,On Time,Traffic
8596751747,-1,4.11,On Time,
4746468643,1,4.62,On Time,Traffic
3010047327,5,2.44,On Time,Traffic
1236959246,4,1.59,On Time,Traffic
6600422315,3,0.94,On Time,Traffic
3227252410,-2,0.92,On Time,
6972292408,17,2.13,Significantly Delayed,Traffic
7562754470,1,1.58,On Time,Traffic
7361971676,4,4.06,On Time,Traffic
8875605037,4,1.78,On Time,Traffic
8508253527,12,2.64,Slightly Delayed,Traffic
6798775600,14,3.02,Slightly Delayed,Traffic
3624810422,4,1.05,On Time,Traffic
4740213452,12,2.62,Slightly Delayed,Traffic
3825468344,2,4.66,On Time,Traffic
902245665,-2,1.57,On Time,
6874299189,3,4.85,On Time,Traffic
1127125313,9,3.32,Slightly Delayed,Traffic
3606548818,2,4,On Time,Traffic
5750044154,11,2.04,Slightly Delayed,Traffic
3872847781,-2,3.03,On Time,
5939554684,4,1.97,On Time,Traffic
676412814,0,3.44,On Time,
4248390724,9,2.98,Slightly Delayed,Traffic
8938687150,-5,2.03,On Time,
7898867047,7,3.91,Slightly Delayed,Traffic
2142065357,0,2.63,On Time,
9024719693,1,2.56,On Time,Traffic
8976616698,2,2.97,On Time,Traffic
8792586840,3,4.87,On Time,Traffic
5375387413,2,1.63,On Time,Traffic
4252164097,8,4.88,Slightly Delayed,Traffic
8423273411,0,1.77,On Time,
2551179741,14,2.62,Slightly Delayed,Traffic
227511348,1,0.84,On Time,Traffic
4434464045,0,1.19,On Time,
7041011843,0,3.37,On Time,
6510283268,-2,4.4,On Time,
6853654698,5,1.16,On Time,Traffic
9338996795,-2,4.45,On Time,
7346145952,-4,0.76,On Time,
6497069610,2,1.13,On Time,Traffic
1741402363,2,1.4,On Time,Traffic
4825878367,0,4.4,On Time,
7019011442,-4,2.49,On Time,
1674463798,6,0.99,Slightly Delayed,Traffic
305684588,16,4.53,Significantly Delayed,Traffic
5967495442,11,1.54,Slightly Delayed,Traffic
2571047526,-5,2.29,On Time,
7784811086,24,1.07,Significantly Delayed,Traffic
7942005230,10,2.99,Slightly Delayed,Traffic
6653543195,11,2.42,Slightly Delayed,Traffic
397928918,15,4.32,Slightly Delayed,Traffic
776120140,16,2.58,Significantly Delayed,Traffic
8293188779,-2,2.18,On Time,
178737268,-1,3.03,On Time,
5246598523,26,2.03,Significantly Delayed,Traffic
1172544737,10,4.9,Slightly Delayed,Traffic
6419533291,2,1.37,On Time,Traffic
882083749,4,3.82,On Time,Traffic
3185510401,4,2.04,On Time,Traffic
7760767006,-5,2.21,On Time,
3833878150,26,3.31,Significantly Delayed,Traffic
369899578,1,2.12,On Time,Traffic
1944466212,-1,4.02,On Time,
4064447117,19,4.11,Significantly Delayed,Traffic
1553685597,30,2.21,Significantly Delayed,Traffic
3682284811,-3,1.6,On Time,
291439357,3,4.33,On Time,Traffic
8285784194,2,1.17,On Time,Traffic
5058742647,4,0.93,On Time,Traffic
6917020296,3,4.71,On Time,Traffic
6671181961,2,4.07,On Time,Traffic
5123439997,2,0.93,On Time,Traffic
8510183245,-5,4.02,On Time,
6081384585,1,0.74,On Time,Traffic
4423613746,9,1.54,Slightly Delayed,Traffic
1530472691,11,3.45,Slightly Delayed,Traffic
7009303199,8,0.72,Slightly Delayed,Traffic
5386652055,7,3.92,Slightly Delayed,Traffic
4413239746,13,4.76,Slightly Delayed,Traffic
4988875078,14,2.9,Slightly Delayed,Traffic
1617565217,-1,1.3,On Time,
392038758,8,1.35,Slightly Delayed,Traffic
1828727552,3,2.35,On Time,Traffic
7119397338,3,0.5,On Time,Traffic
2611271708,3,1.02,On Time,Traffic
7162509481,-5,2.82,On Time,
131913576,2,0.76,On Time,Traffic
6627201490,11,3.58,Slightly Delayed,Traffic
4644950813,5,1.44,On Time,Traffic
9434934993,13,3.81,Slightly Delayed,Traffic
2556317798,-2,4.01,On Time,
2826150539,5,3.16,On Time,Traffic
4283803308,4,2.2,On Time,Traffic
6873424093,1,2.72,On Time,Traffic
4741294126,1,1.18,On Time,Traffic
4967241271,1,4.29,On Time,Traffic
9554079946,0,1.05,On Time,
4601205399,5,1.75,On Time,Traffic
5633967304,15,3.63,Slightly Delayed,Traffic
4168163237,12,2.18,Slightly Delayed,Traffic
5924297360,15,3.57,Slightly Delayed,Traffic
2120299901,-4,2.67,On Time,
1070876534,-4,0.64,On Time,
7032280048,3,0.5,On Time,Traffic
156346853,15,1.43,Slightly Delayed,Traffic
6873267326,8,3.17,Slightly Delayed,Traffic
1370661468,4,3.11,On Time,Traffic
3612128358,-1,2.81,On Time,
1736953222,10,4.92,Slightly Delayed,Traffic
9107923488,4,4.98,On Time,Traffic
4378877600,14,0.94,Slightly Delayed,Traffic
3232762361,-2,3.74,On Time,
1831641377,10,4.35,Slightly Delayed,Traffic
562428866,14,3.8,Slightly Delayed,Traffic
4607715908,7,2.31,Slightly Delayed,Traffic
4804575203,23,2.47,Significantly Delayed,Traffic
8287234948,3,1.92,On Time,Traffic
6074452586,4,2.12,On Time,Traffic
6821790656,1,3.92,On Time,Traffic
7821942520,1,2.62,On Time,Traffic
3012496270,0,4.62,On Time,
8980370750,1,2.34,On Time,Traffic
6535672015,5,3.94,On Time,Traffic
6999060704,7,4.34,Slightly Delayed,Traffic
9403732731,4,4.7,On Time,Traffic
5649255352,2,1.79,On Time,Traffic
5034409841,18,1.76,Significantly Delayed,Traffic
9072111617,-3,0.69,On Time,
9556880451,-5,0.88,On Time,
4602796463,5,4.75,On Time,Traffic
6061353924,-3,2.47,On Time,
4366519080,-4,4.15,On Time,
1324817141,-2,3.53,On Time,
5419080144,-5,3.05,On Time,
8813470284,-5,3.15,On Time,
3182992799,13,4.56,Slightly Delayed,Traffic
7792996715,-5,4.66,On Time,
6962624734,5,1.69,On Time,Traffic
5948662456,2,0.64,On Time,Traffic
3395675979,-3,2.55,On Time,
7550368787,12,4.12,Slightly Delayed,Traffic
8357671697,-1,1.14,On Time,
9600704922,-1,4.99,On Time,
9915229426,0,1.69,On Time,
9927474026,13,0.9,Slightly Delayed,Traffic
6310535397,0,3.54,On Time,
8045941430,0,0.64,On Time,
4390394582,0,4.85,On Time,
5062545226,-3,1.59,On Time,
2836701831,4,1.63,On Time,Traffic
4115492281,1,2.16,On Time,Traffic
3554645781,9,3.43,Slightly Delayed,Traffic
3983605701,9,2.75,Slightly Delayed,Traffic
8581516385,0,2.41,On Time,
8290229112,-3,2.06,On Time,
1195560119,3,1.79,On Time,Traffic
5077327994,-3,4.36,On Time,
2945185661,-2,2.76,On Time,
3951005873,-5,4.02,On Time,
3490816523,15,4.88,Slightly Delayed,Traffic
6739114301,2,1.42,On Time,Traffic
5728818155,8,1.82,Slightly Delayed,Traffic
7713651693,5,4.26,On Time,Traffic
5452048621,15,1.74,Slightly Delayed,Traffic
2297027645,-5,2.68,On Time,
2438302298,15,2.07,Slightly Delayed,Traffic
578811216,18,0.57,Significantly Delayed,Traffic
8684710720,-1,3.27,On Time,
1249797614,1,4.91,On Time,Traffic
8013026217,0,2.31,On Time,
5421697986,4,4.2,On Time,Traffic
8922741261,1,2.01,On Time,Traffic
3441102335,0,1.66,On Time,
6065607924,-1,2.71,On Time,
5153395650,4,4.12,On Time,Traffic
2215235447,-4,3.74,On Time,
5678676134,-4,4.35,On Time,
5045588926,1,2.76,On Time,Traffic
1677502866,-3,2.08,On Time,
4777610024,10,1.04,Slightly Delayed,Traffic
477350788,-5,1.37,On Time,
4616699342,-4,2.98,On Time,
8849914077,-1,4.75,On Time,
9183435457,-4,0.97,On Time,
6922646336,3,3.81,On Time,Traffic
3228806806,23,3.64,Significantly Delayed,Traffic
4893095476,12,0.74,Slightly Delayed,Traffic
7773468233,2,1.17,On Time,Traffic
5928657526,1,4.07,On Time,Traffic
4435936422,-1,4.98,On Time,
6031122324,1,2,On Time,Traffic
7286969496,-3,1.03,On Time,
4665508413,0,4.23,On Time,
9224598372,-5,3.72,On Time,
842020543,4,0.67,On Time,Traffic
7237143327,0,2.12,On Time,
5095141954,-5,2.62,On Time,
6229535077,-3,0.57,On Time,
2984879441,4,4.76,On Time,Traffic
785895477,28,3.1,Significantly Delayed,Traffic
6220343481,4,3.67,On Time,Traffic
5897343054,22,3.75,Significantly Delayed,Traffic
60465,5,3.97,On Time,Traffic
2245476104,3,4.97,On Time,Traffic
6347292505,6,1.12,Slightly Delayed,Traffic
8321900643,2,3.41,On Time,Traffic
9639033064,-4,2.6,On Time,
2748368258,-5,4.85,On Time,
1444371693,4,4.19,On Time,Traffic
7111342746,2,2.46,On Time,Traffic
9457576236,6,1.2,Slightly Delayed,Traffic
4167252733,-1,4.92,On Time,
4304875010,-5,3.42,On Time,
4870910859,-5,2.21,On Time,
3674118222,6,3.11,Slightly Delayed,Traffic
38408517,22,4.98,Significantly Delayed,Traffic
3081609596,0,4.39,On Time,
1390229631,10,0.65,Slightly Delayed,Traffic
7498092418,7,0.6,Slightly Delayed,Traffic
3334055527,4,0.72,On Time,Traffic
8729426842,-5,2.81,On Time,
1722808791,-4,1.42,On Time,
9775070757,7,4.66,Slightly Delayed,Traffic
4737779056,-5,1.64,On Time,
2047483376,2,0.53,On Time,Traffic
4758632331,27,4.89,Significantly Delayed,Traffic
4741574337,4,4.22,On Time,Traffic
5805120939,12,2.52,Slightly Delayed,Traffic
7550508,-1,2.21,On Time,
1966056265,5,3.87,On Time,Traffic
6363072906,-3,3.02,On Time,
7389054351,-1,1.6,On Time,
7146572423,3,3.16,On Time,Traffic
4590810848,-2,1.32,On Time,
9226364404,30,1.45,Significantly Delayed,Traffic
6687792641,1,1.91,On Time,Traffic
5183577434,5,3.31,On Time,Traffic
7440785414,-3,2.09,On Time,
7932057095,-4,2.07,On Time,
6126906924,1,3.73,On Time,Traffic
8997788831,-4,0.77,On Time,
3480516243,5,3.77,On Time,Traffic
1234692850,-4,1.94,On Time,
4954911880,5,1.8,On Time,Traffic
504060154,16,4.8,Significantly Delayed,Traffic
8723752267,2,2.82,On Time,Traffic
5724116944,10,1.74,Slightly Delayed,Traffic
8161349145,7,1.37,Slightly Delayed,Traffic
2985254380,0,3.82,On Time,
9837170359,1,0.59,On Time,Traffic
3915323515,-2,4.27,On Time,
8829163586,-1,3.08,On Time,
961526405,5,1.56,On Time,Traffic
5792721465,2,0.75,On Time,Traffic
8094117960,12,0.57,Slightly Delayed,Traffic
9318325652,1,4.54,On Time,Traffic
852676412,7,3.17,Slightly Delayed,Traffic
6487883093,2,0.6,On Time,Traffic
5398965602,13,1.47,Slightly Delayed,Traffic
6149664144,18,0.63,Significantly Delayed,Traffic
6231586256,-1,2.71,On Time,
4598622116,20,4.18,Significantly Delayed,Traffic
8971796779,0,4.52,On Time,
2148246883,1,3.85,On Time,Traffic
4357632507,-2,4.26,On Time,
3323576462,-3,1.1,On Time,
4220834107,2,2,On Time,Traffic
4409513224,15,4.43,Slightly Delayed,Traffic
5610159677,-2,2.26,On Time,
6259219127,5,1.25,On Time,Traffic
5628497118,15,1.16,Slightly Delayed,Traffic
1508576390,24,3.05,Significantly Delayed,Traffic
5922953060,2,3.98,On Time,Traffic
5130838561,2,2.25,On Time,Traffic
3217749279,-5,1.71,On Time,
9279422297,-1,0.89,On Time,
222955546,22,1.31,Significantly Delayed,Traffic
8290493339,-1,3.59,On Time,
6418952352,-2,2.95,On Time,
8978231928,8,0.51,Slightly Delayed,Traffic
3746306403,3,4.05,On Time,Traffic
3157198428,-4,0.51,On Time,
981939883,10,3.17,Slightly Delayed,Traffic
6569836274,11,0.84,Slightly Delayed,Traffic
5695124358,-4,2.51,On Time,
773335066,-1,4.68,On Time,
3618712852,1,3.09,On Time,Traffic
6009732867,-5,3.52,On Time,
7269785858,0,1.52,On Time,
5798831066,-4,4.27,On Time,
5330654120,-5,1.59,On Time,
462189338,-5,1.26,On Time,
7536187765,-3,4.69,On Time,
9938820107,-2,2.65,On Time,
9410751894,-2,0.89,On Time,
9172888683,2,3.76,On Time,Traffic
8018695018,10,0.65,Slightly Delayed,Traffic
7456610316,3,0.92,On Time,Traffic
5627902734,1,1.98,On Time,Traffic
5189768940,1,2.66,On Time,Traffic
173709007,21,1.02,Significantly Delayed,Traffic
1485229334,-4,1.95,On Time,
9334479603,0,4.73,On Time,
8674211510,2,3.58,On Time,Traffic
390257855,4,2.42,On Time,Traffic
6642374542,0,4,On Time,
6585999443,0,4.01,On Time,
622705569,-2,4.91,On Time,
1635083835,15,2.2,Slightly Delayed,Traffic
7359512417,14,1.12,Slightly Delayed,Traffic
9237698013,-1,1.08,On Time,
3492935177,2,2.14,On Time,Traffic
4324086468,4,3.56,On Time,Traffic
9171218505,23,1.29,Significantly Delayed,Traffic
5068157547,-3,4.74,On Time,
8558710948,4,4.25,On Time,Traffic
3184669775,28,1.65,Significantly Delayed,Traffic
7079324691,-2,4.08,On Time,
4210311922,2,2.81,On Time,Traffic
7660037070,-4,1.94,On Time,
9410025634,3,4.12,On Time,Traffic
6798589010,9,3.82,Slightly Delayed,Traffic
5401466202,13,1.09,Slightly Delayed,Traffic
9102648124,10,3.97,Slightly Delayed,Traffic
1969956670,8,2.05,Slightly Delayed,Traffic
1194228460,-1,2.61,On Time,
9628463148,5,1.55,On Time,Traffic
7745364283,3,2.67,On Time,Traffic
9892343037,19,1,Significantly Delayed,Traffic
1588828749,3,4.49,On Time,Traffic
4037647778,-1,1.84,On Time,
6664301655,-2,2.45,On Time,
7096225581,5,2.23,On Time,Traffic
79029185,15,4.12,Slightly Delayed,Traffic
7831967187,0,1.18,On Time,
482214790,4,4.85,On Time,Traffic
5931307224,24,2.44,Significantly Delayed,Traffic
6410432854,6,3.43,Slightly Delayed,Traffic
6124624375,6,4.25,Slightly Delayed,Traffic
8992870838,-5,4.64,On Time,
8377146126,-4,1.35,On Time,
7852428533,6,1.34,Slightly Delayed,Traffic
9258876870,-3,4.13,On Time,
6810940082,3,3.66,On Time,Traffic
3330538479,-1,4.86,On Time,
7270469981,-3,2,On Time,
5636241570,4,3.06,On Time,Traffic
4467471002,16,2.01,Significantly Delayed,Traffic
6201821502,7,4.2,Slightly Delayed,Traffic
6144140039,-5,4.66,On Time,
3310749597,10,1.33,Slightly Delayed,Traffic
5085488484,-3,2.76,On Time,
587498345,14,2.64,Slightly Delayed,Traffic
5136205193,-1,1.22,On Time,
9321319130,-1,3.69,On Time,
9113393578,1,2.46,On Time,Traffic
3860678807,10,4.14,Slightly Delayed,Traffic
3603683788,-5,4.22,On Time,
4472082279,-1,1.4,On Time,
4104732514,0,0.98,On Time,
9050314096,-3,3.43,On Time,
9296105870,2,1.28,On Time,Traffic
4678456188,28,3.44,Significantly Delayed,Traffic
812386333,-4,3.01,On Time,
8100314462,25,1.25,Significantly Delayed,Traffic
781509952,-2,3.64,On Time,
1918416669,5,1.92,On Time,Traffic
1152165724,25,3.92,Significantly Delayed,Traffic
9664390656,2,4.67,On Time,Traffic
2686950796,19,4.05,Significantly Delayed,Traffic
7332801173,1,1.01,On Time,Traffic
3503438244,-2,3.61,On Time,
4044591373,5,2.21,On Time,Traffic
7817195618,2,2.89,On Time,Traffic
8974710941,15,1.07,Slightly Delayed,Traffic
2811268404,30,4.68,Significantly Delayed,Traffic
7251548462,3,1.49,On Time,Traffic
352037003,-4,3.64,On Time,
8510312737,-4,2.81,On Time,
3242700095,-5,4.34,On Time,
5833898647,5,2.45,On Time,Traffic
7212771842,-4,1.5,On Time,
7799757050,0,1.63,On Time,
9593303695,8,1.54,Slightly Delayed,Traffic
7709693536,8,3.89,Slightly Delayed,Traffic
5092922964,-5,2.13,On Time,
8318806722,27,2.01,Significantly Delayed,Traffic
4352870279,29,3.18,Significantly Delayed,Traffic
6722040962,-2,1.47,On Time,
1690831615,-5,1.77,On Time,
6475689021,3,3.76,On Time,Traffic
8361280131,11,4.57,Slightly Delayed,Traffic
2664549359,6,2.72,Slightly Delayed,Traffic
9510912773,0,2.71,On Time,
3654462337,9,1.46,Slightly Delayed,Traffic
2308652017,3,2.4,On Time,Traffic
8300200841,-4,2.37,On Time,
5027243163,5,3.13,On Time,Traffic
713290065,4,2.53,On Time,Traffic
2006434350,5,1.71,On Time,Traffic
6587221270,3,3.78,On Time,Traffic
969705468,3,2.3,On Time,Traffic
4492000627,-4,1.48,On Time,
977290328,25,1.93,Significantly Delayed,Traffic
8735245723,-5,2.09,On Time,
6299539090,1,3.6,On Time,Traffic
2177211652,24,2.31,Significantly Delayed,Traffic
8972569491,30,1.91,Significantly Delayed,Traffic
7658414712,-3,0.69,On Time,
2069355540,2,2.68,On Time,Traffic
4084790776,5,4.27,On Time,Traffic
8716008121,-5,1.07,On Time,
9781965606,-2,4.27,On Time,
8380133046,2,4.5,On Time,Traffic
691827543,-2,2.76,On Time,
5750245858,10,2.98,Slightly Delayed,Traffic
1578150657,16,0.97,Significantly Delayed,Traffic
9069556587,15,1.42,Slightly Delayed,Traffic
8396347551,-3,1.44,On Time,
6083487488,7,2.4,Slightly Delayed,Traffic
3191281184,-1,3,On Time,
6397409024,13,3.59,Slightly Delayed,Traffic
9021529086,-1,1.85,On Time,
8214544415,0,3.52,On Time,
8569302709,-1,2.25,On Time,
2219192870,14,4.83,Slightly Delayed,Traffic
8537081061,9,1.22,Slightly Delayed,Traffic
9284683425,3,2.84,On Time,Traffic
9774193601,26,3.18,Significantly Delayed,Traffic
7496826261,4,2.98,On Time,Traffic
1058749075,1,4.26,On Time,Traffic
7128038799,5,4.31,On Time,Traffic
3596318350,3,1.85,On Time,Traffic
3187042843,10,4.12,Slightly Delayed,Traffic
4673500573,-3,4.03,On Time,
881900445,2,0.96,On Time,Traffic
9874112459,1,2.04,On Time,Traffic
4531430634,-2,1.75,On Time,
6715699166,-5,0.84,On Time,
4171748538,0,2.39,On Time,
4093115982,-5,1.77,On Time,
2515279840,2,4.6,On Time,Traffic
4981424948,-1,2.71,On Time,
1911064507,1,2.83,On Time,Traffic
6438392384,3,3.53,On Time,Traffic
5859840400,0,4.78,On Time,
7640576778,7,3.4,Slightly Delayed,Traffic
5453475937,-1,4.01,On Time,
653610300,3,1.98,On Time,Traffic
730299055,-5,0.6,On Time,
8396250231,24,1.47,Significantly Delayed,Traffic
8556969682,-2,4.62,On Time,
7159670875,25,2.68,Significantly Delayed,Traffic
4922278509,4,0.58,On Time,Traffic
8151274002,4,1.58,On Time,Traffic
5373978100,4,3.66,On Time,Traffic
6210207010,-1,3.89,On Time,
1837403174,3,3.73,On Time,Traffic
1148265823,5,4.48,On Time,Traffic
8472487149,21,3.43,Significantly Delayed,Traffic
9111535172,0,4.93,On Time,
6558001978,1,3.47,On Time,Traffic
2762095386,3,4.68,On Time,Traffic
2406325099,26,1.81,Significantly Delayed,Traffic
4274182127,4,3.32,On Time,Traffic
7271609994,-5,0.95,On Time,
9182539734,2,1.95,On Time,Traffic
7891517071,25,2.08,Significantly Delayed,Traffic
3666182849,4,2.03,On Time,Traffic
8724590445,4,1.18,On Time,Traffic
7919863938,-2,3.38,On Time,
3545539999,15,1.83,Slightly Delayed,Traffic
7463392603,23,2.37,Significantly Delayed,Traffic
7296733293,17,4.5,Significantly Delayed,Traffic
7118924734,1,3.94,On Time,Traffic
2529809156,22,1.81,Significantly Delayed,Traffic
2216699744,4,0.54,On Time,Traffic
8257221712,29,2.3,Significantly Delayed,Traffic
1357352531,-1,2.03,On Time,
2108138590,30,2.89,Significantly Delayed,Traffic
5648212121,-2,3.15,On Time,
3951878528,21,1.68,Significantly Delayed,Traffic
8310385249,1,1.68,On Time,Traffic
7513562596,-1,1.73,On Time,
6304586678,-1,4.28,On Time,
5222812863,-1,4.12,On Time,
5393039591,0,3.92,On Time,
6708586922,22,1.99,Significantly Delayed,Traffic
3177552965,1,3.46,On Time,Traffic
607125614,13,1.86,Slightly Delayed,Traffic
139417019,5,2.1,On Time,Traffic
1893231742,5,3.67,On Time,Traffic
3580010065,5,2.51,On Time,Traffic
962319394,14,3.77,Slightly Delayed,Traffic
8321726382,-5,3.57,On Time,
1485682761,3,4.92,On Time,Traffic
5008756947,-2,0.73,On Time,
1334996274,-1,2.16,On Time,
2914506024,-3,4.82,On Time,
8811831663,3,2.57,On Time,Traffic
875427533,15,4.89,Slightly Delayed,Traffic
5865390748,4,1.86,On Time,Traffic
4054828941,19,1.48,Significantly Delayed,Traffic
1257568604,1,2.41,On Time,Traffic
2738862626,10,1.83,Slightly Delayed,Traffic
7352532839,-3,2.79,On Time,
520221662,-1,2.16,On Time,
7818925535,3,2.24,On Time,Traffic
3476023750,-2,4.5,On Time,
8945838922,-2,2.96,On Time,
2233053313,3,2.81,On Time,Traffic
1844073851,-4,3.04,On Time,
8348125769,10,4.4,Slightly Delayed,Traffic
8475818223,20,1.72,Significantly Delayed,Traffic
4270941188,2,1.38,On Time,Traffic
2611200126,5,1.86,On Time,Traffic
8573833987,-5,1.44,On Time,
2979246068,25,0.69,Significantly Delayed,Traffic
6779895105,3,1.69,On Time,Traffic
1731478314,8,4.16,Slightly Delayed,Traffic
3692405872,1,4.61,On Time,Traffic
8853713324,-5,4.76,On Time,
979766779,1,1.15,On Time,Traffic
5709672475,-5,1.7,On Time,
3855709201,15,4.71,Slightly Delayed,Traffic
6861065282,14,4.02,Slightly Delayed,Traffic
7919724613,10,0.94,Slightly Delayed,Traffic
7882742057,-5,2.57,On Time,
1929002406,-3,1.1,On Time,
2458349464,0,2.94,On Time,
6608328221,3,1.44,On Time,Traffic
7736615348,-2,3.03,On Time,
2591738507,-2,2.65,On Time,
6751537971,1,3.35,On Time,Traffic
9768154003,28,1.43,Significantly Delayed,Traffic
5887288860,-3,4.07,On Time,
3559865135,10,0.8,Slightly Delayed,Traffic
209044447,2,1.28,On Time,Traffic
9643668734,21,4.91,Significantly Delayed,Traffic
6115465612,-2,0.93,On Time,
8493723088,-1,4.04,On Time,
6392024503,0,3.61,On Time,
9863468109,4,1.29,On Time,Traffic
5448628635,4,2.27,On Time,Traffic
3329455953,3,3.85,On Time,Traffic
3584190892,5,4.28,On Time,Traffic
9097056321,-2,3.53,On Time,
525741957,0,3.07,On Time,
5387395051,13,3.76,Slightly Delayed,Traffic
6799246060,-4,2.09,On Time,
8986314607,2,2.89,On Time,Traffic
1085912198,-5,3.36,On Time,
3423328091,-2,3.65,On Time,
9848366909,9,1.33,Slightly Delayed,Traffic
936021770,3,0.98,On Time,Traffic
8916215165,-1,0.56,On Time,
389558867,1,2.8,On Time,Traffic
7616883530,0,1.61,On Time,
3851744248,5,1.07,On Time,Traffic
4953665655,25,1.54,Significantly Delayed,Traffic
962864152,-5,3.81,On Time,
923668833,-1,3.21,On Time,
4022122330,15,3.26,Slightly Delayed,Traffic
4564846800,14,3.51,Slightly Delayed,Traffic
690652905,1,1.86,On Time,Traffic
716741661,2,1.69,On Time,Traffic
6575532281,24,2.84,Significantly Delayed,Traffic
7486807731,18,3.87,Significantly Delayed,Traffic
9721870982,-4,3.31,On Time,
8105823343,18,4.74,Significantly Delayed,Traffic
7113554979,1,2.81,On Time,Traffic
507373134,14,1.25,Slightly Delayed,Traffic
4674132573,24,4.18,Significantly Delayed,Traffic
487395969,-2,1.18,On Time,
3962007460,19,4.39,Significantly Delayed,Traffic
2272882287,9,2.72,Slightly Delayed,Traffic
4426246696,5,3.28,On Time,Traffic
1714709914,0,3.16,On Time,
3159133564,5,2.57,On Time,Traffic
4531739740,-1,0.75,On Time,
3158981349,-4,0.81,On Time,
1789010378,-4,4.45,On Time,
705203916,10,3.18,Slightly Delayed,Traffic
7255510932,3,1.88,On Time,Traffic
1991167685,0,3,On Time,
5103721089,7,3.14,Slightly Delayed,Traffic
9674006557,-4,0.79,On Time,
1073466441,11,4,Slightly Delayed,Traffic
5407006470,4,2.14,On Time,Traffic
747347782,2,1.68,On Time,Traffic
8554063149,16,1.63,Significantly Delayed,Traffic
4855215470,-1,2.99,On Time,
5008998072,-4,4.78,On Time,
9696466906,5,2.71,On Time,Traffic
7189534591,-4,4.46,On Time,
9965941354,16,4.93,Significantly Delayed,Traffic
1275232752,4,0.93,On Time,Traffic
343479370,4,4.96,On Time,Traffic
2485933387,1,4.21,On Time,Traffic
6735843326,7,3.25,Slightly Delayed,Traffic
6384313098,8,3.43,Slightly Delayed,Traffic
1022032613,-1,3.86,On Time,
8026892264,4,2.11,On Time,Traffic
7158825499,0,2.49,On Time,
5327013494,8,2.61,Slightly Delayed,Traffic
1002526452,4,0.68,On Time,Traffic
4650525854,27,3.32,Significantly Delayed,Traffic
6260291784,4,4.54,On Time,Traffic
1884314278,4,1.27,On Time,Traffic
7074219396,11,3.56,Slightly Delayed,Traffic
807183459,6,1.27,Slightly Delayed,Traffic
598539940,-4,3.24,On Time,
427702490,-1,1.08,On Time,
955844536,3,2.61,On Time,Traffic
5397640599,3,1.21,On Time,Traffic
3451246886,-4,0.75,On Time,
8487733248,29,1.34,Significantly Delayed,Traffic
2921621434,5,1.47,On Time,Traffic
4757133884,4,2.19,On Time,Traffic
1793847102,-2,2.63,On Time,
6197760573,-2,3.59,On Time,
6818660907,-4,0.98,On Time,
7807587130,-2,2.3,On Time,
4540563647,3,0.88,On Time,Traffic
2480913332,30,4.13,Significantly Delayed,Traffic
5735481292,17,2.09,Significantly Delayed,Traffic
7112326373,-4,3.01,On Time,
614274161,3,2.57,On Time,Traffic
5512258335,0,3.82,On Time,
1214757247,-3,4.08,On Time,
4211686231,-2,1.43,On Time,
5288088590,1,2.73,On Time,Traffic
